classifier,arch,time
1,msdnet4,34.51202599899261
1,msdnet4,33.9050889997452
1,msdnet4,33.34104399982607
1,msdnet4,33.5778910011868
1,msdnet4,34.04886099815485
1,msdnet4,33.35630200308515
1,msdnet4,32.001981999201234
1,msdnet4,32.42130500075291
1,msdnet4,34.301488998607965
1,msdnet4,33.36648099866579
1,msdnet4,33.50291900278535
1,msdnet4,33.224492999579525
1,msdnet4,33.94669800036354
1,msdnet4,33.8361989997793
1,msdnet4,34.25308700025198
1,msdnet4,32.33705499951611
1,msdnet4,34.07717500158469
1,msdnet4,31.954181999026332
1,msdnet4,32.24541300005512
1,msdnet4,32.490816000063205
1,msdnet4,34.33153600053629
1,msdnet4,33.070962999772746
1,msdnet4,38.83545800272259
1,msdnet4,32.26205399914761
1,msdnet4,31.11166099915863
1,msdnet4,34.04398299971945
1,msdnet4,33.77182899930631
1,msdnet4,33.63989799981937
1,msdnet4,35.059780999290524
1,msdnet4,32.98911900128587
2,msdnet4,64.4416929972067
2,msdnet4,57.68461300249328
2,msdnet4,60.685463999107014
2,msdnet4,61.996291999093955
2,msdnet4,63.513048000459094
2,msdnet4,55.45113100015442
2,msdnet4,58.081892999325646
2,msdnet4,58.92950500128791
2,msdnet4,59.25559200113639
2,msdnet4,58.305356000346364
2,msdnet4,56.17376800000784
2,msdnet4,62.3851870004728
2,msdnet4,57.667590997880325
2,msdnet4,63.05762899864931
2,msdnet4,58.4029810015636
2,msdnet4,64.80199499856099
2,msdnet4,55.284186000790214
2,msdnet4,56.57197099935729
2,msdnet4,53.6788629979128
2,msdnet4,57.147868999891216
2,msdnet4,62.503601002390496
2,msdnet4,56.9255800000974
2,msdnet4,63.886645999446046
2,msdnet4,52.94134900032077
2,msdnet4,58.08517200057395
2,msdnet4,58.46264399951906
2,msdnet4,57.453937999525806
2,msdnet4,59.58061699857353
2,msdnet4,56.01206299979822
2,msdnet4,59.887827999773435
3,msdnet4,85.77718900050968
3,msdnet4,75.50813100169762
3,msdnet4,71.75498799915658
3,msdnet4,76.54460000048857
3,msdnet4,77.2038059985789
3,msdnet4,75.65133300158777
3,msdnet4,74.78492399968673
3,msdnet4,73.88633700247738
3,msdnet4,73.12586899934104
3,msdnet4,69.01789599942276
3,msdnet4,69.86675999723957
3,msdnet4,75.6656710000243
3,msdnet4,77.54720600132714
3,msdnet4,77.09397000144236
3,msdnet4,76.28647300225566
3,msdnet4,78.87915399987833
3,msdnet4,77.04040899989195
3,msdnet4,77.65624300009222
3,msdnet4,69.73681499948725
3,msdnet4,78.32518800205435
3,msdnet4,75.71407199793612
3,msdnet4,74.43717899877811
3,msdnet4,85.37838800111786
3,msdnet4,74.80131700140191
3,msdnet4,90.02899900224293
3,msdnet4,75.01641399721848
3,msdnet4,76.7813099992054
3,msdnet4,76.33271200029412
3,msdnet4,75.16581700110692
3,msdnet4,94.39435999956913
4,msdnet4,89.36067600006936
4,msdnet4,87.67166400139104
4,msdnet4,85.22043000266422
4,msdnet4,87.65520300221397
4,msdnet4,86.78029899965622
4,msdnet4,85.3542339973501
4,msdnet4,86.91646700026467
4,msdnet4,84.25032800005283
4,msdnet4,84.19281900205533
4,msdnet4,82.53964499817812
4,msdnet4,88.16310399924987
4,msdnet4,83.04370900077629
4,msdnet4,85.15200300098513
4,msdnet4,84.6087060017453
4,msdnet4,86.24813500136952
4,msdnet4,88.85492099943804
4,msdnet4,86.67107400106033
4,msdnet4,94.67005300029996
4,msdnet4,84.17758100040373
4,msdnet4,83.09745100268628
4,msdnet4,85.71060900067096
4,msdnet4,87.12900099999388
4,msdnet4,75.66502199915703
4,msdnet4,76.94931999867549
4,msdnet4,78.18976499765995
4,msdnet4,87.01725999708287
4,msdnet4,85.34024000255158
4,msdnet4,86.71150300142472
4,msdnet4,85.45974599837791
4,msdnet4,83.03837999847019
